EBELN,EBELP,MATNR,TXZ01,WERKS,LGORT,MENGE,MEINS,NETPR,PEINH,NETWR,BPRME,BPUMZ,BPUMN,INFNR,MWSKZ,WEPOS,REPOS,LOEKZ,ELIKZ,EKKO_BUKRS,EKKO_BSTYP,EKKO_BSART,EKKO_LIFNR,EKKO_EKORG,EKKO_EKGRP,EKKO_BEDAT,EKKO_AEDAT,EKKO_KDATB,EKKO_KDATE,EKKO_WAERS,EKKO_ZTERM,EKKO_INCO1,EKKO_INCO2,EKKO_WKURS,EKKO_KUNNR,EKKO_LLIEF,EKKO_VERKF,EKKO_LOEKZ,BANFN,BNFPO,EBAN_BSART,EBAN_TXZ01,EBAN_LGORT,EBAN_MENGE,EBAN_MEINS,EBAN_BADAT,EBAN_AFNAM,EBAN_EKGRP,EBAN_FRGRL,EBAN_FRGST,EBAN_KNTTP,EBAN_PREIS,EBAN_PEINH,EBAN_WAERS,EBAN_BEDNR,EBAN_LOEKZ,EBKN_ZEKKN,EBKN_KOSTL,EBKN_PS_PSP_PNR,EBKN_SAKTO,EBKN_KOKRS,EBKN_GSBER,EBKN_VBELN,EBKN_VBELP,EBKN_AUFNR,EBKN_ANLN1,EBKN_VKONT,EBKN_PRCTR,EBKN_FKBER,EBKN_BUKRS,EKKN_ZEKKN,EKKN_KOSTL,EKKN_PS_PSP_PNR,EKKN_SAKTO,EKKN_KOKRS,EKKN_GSBER,EKKN_VBELN,EKKN_VBELP,EKKN_AUFNR,EKKN_ANLN1,EKKN_PRCTR,EKKN_FKBER,EKKN_BUKRS,EKKN_VKONT,EKBE_ZEKKN,EKBE_VGABE,EKBE_GJAHR,EKBE_BELNR,EKBE_BUZEI,EKBE_BEWTP,EKBE_MENGE,EKBE_MEINS,EKBE_DMBTR,EKBE_WAERS,EKBE_BUDAT,EKBE_BLDAT,EKBE_SHKZG,EKBE_BWART,EKBE_MATNR,EKBE_WERKS,EKBE_LGORT,EKBE_LIFNR,MSEG_MBLNR,MSEG_MJAHR,MSEG_ZEILE,MSEG_BWART,MSEG_MATNR,MSEG_WERKS,MSEG_LGORT,MSEG_CHARG,MSEG_LIFNR,MSEG_MENGE,MSEG_MEINS,MSEG_DMBTR,MSEG_WAERS,MSEG_BUKRS,MSEG_KOSTL,MSEG_SAKTO,MSEG_SGTXT,MSEG_XAUTO,MBLNR,MJAHR,MKPF_BLDAT,MKPF_BUDAT,MKPF_CPUDT,MKPF_USNAM,MKPF_TCODE,MKPF_BKTXT,MKPF_FRBNR,MKPF_XABLN,MKPF_VBELN,MKPF_KZDIS,MKPF_BWART,MARD_LABST,MARD_UMLME,MARD_EINME,MARD_AUSME,MARD_SPEME,MARD_INSME,MARD_LFGJA,MARD_LFMON,MARD_LFGBE,MARD_LBKUM,MARD_SALK3,MARD_MAABC,MARD_MTVFP,MARD_PERKZ,MARD_BKLAS,kpi_three_way_match,kpi_po_cycle_time_days,kpi_on_time_delivery
4500000025,10,MAT00000039,PO Item 25,2100,0001,145.697,PC,1728.05,1,251771.7,EA,1,1,INFO000018,I1,X,X,,,1000,F,ZUB,V000001,2000,3,20241225,20241225,20241225,20250325,EUR,NET30,CIF,DESTINATION PORT,79.9036,,,SALES03,,1000000152.0,10.0,RS,PR Item 152,0001,273.697,EA,20250223.0,USER008,10.0,X,1.0,F,5158.88,1.0,EUR,REQ00000152,,1.0,CC000013,WBS-0004,6000000023.0,1000.0,BU03,,,,,CA893005,PC0001,,3000.0,1,CC000011,WBS-0023,6000000012,1000,BU02,,,ORD155040,,PC0004,,3000,CA567122,1,3,2024,5000000025,1,R,129.78,M,537183.43,INR,20240725,20240725,S,101,MAT00000058,2000,WH01,V000016,5000000025,2025,1,101,MAT00000046,1000,0001,,V000034,58.254,PC,276217.41,EUR,1000,CC000004,6000000018,GR Material 25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000026,10,MAT00000021,PO Item 26,3000,WH01,198.4,L,37591.76,1,7458205.18,L,1,1,INFO000007,V1,X,X,,,2000,F,FO,V000027,2000,1,20230815,20230815,20230815,20231113,INR,NET30,DAP,DESTINATION PORT,77.2218,,,SALES04,,1000000189.0,10.0,NB,PR Item 189,0002,472.728,PC,20240907.0,USER010,2.0,X,3.0,P,21422.71,1.0,USD,REQ00000189,,1.0,CC000002,WBS-0020,6000000013.0,1000.0,BU05,,,,98381.0,,PC0007,MFG,2000.0,1,CC000014,WBS-0006,6000000009,1000,BU01,,,ORD205065,,PC0001,,2000,,1,4,2024,5000000026,1,E,70.713,PC,309851.65,INR,20240821,20240821,S,121,MAT00000040,2100,0002,V000017,5000000026,2024,1,501,MAT00000005,2100,0010,BATCH54882,V000018,34.42,EA,75479.02,USD,3000,CC000001,6000000006,GR Material 26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000027,10,MAT00000059,PO Item 27,3000,0001,213.84,PC,42506.92,1,9089679.77,KG,1,1,INFO000045,I0,X,X,,,2000,F,FO,V000012,2000,1,20250808,20250808,20250808,20251106,USD,NET30,FOB,DESTINATION PORT,87.4169,C000048,,SALES04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000017,WBS-0006,6000000017,1000,BU04,,,,,PC0010,ADM,1000,,1,3,2025,5000000027,1,E,34.1,M,62112.43,INR,20250323,20250323,H,122,MAT00000013,1000,0001,V000038,5000000027,2024,1,102,MAT00000030,2000,0001,,V000001,100.599,L,90370.96,EUR,2000,CC000013,6000000003,GR Material 27,,5000000027.0,2024.0,20240501.0,20240501.0,20240501.0,USER002,MIGO,GR for PO 4500000027,DLV00000027,,4500000027.0,X,101.0,,,,,,,,,,,,,,,,1,,1.0
4500000028,10,MAT00000003,PO Item 28,1000,0001,474.168,PC,36483.26,1,17299194.43,KG,1,1,INFO000026,I0,X,X,,X,1000,F,RS,V000003,2000,2,20230414,20230414,20230414,20230713,INR,0002,DAP,DESTINATION PORT,75.5082,C000014,3000.0,SALES08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000014,WBS-0002,6000000016,1000,BU04,,,,,PC0007,,3000,,1,1,2025,5000000028,1,R,90.148,KG,400080.53,EUR,20251122,20251122,H,122,MAT00000050,1100,0001,V000040,5000000028,2025,1,102,MAT00000039,1100,WH01,,V000030,77.609,M,68132.58,USD,1000,CC000008,6000000003,GR Material 28,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000029,10,MAT00000035,PO Item 29,1000,0010,308.933,L,17559.33,1,5424656.49,L,1,1,INFO000004,V2,X,X,,,1000,F,RS,V000004,1000,20,20230826,20230826,20230826,20231124,USD,0002,DDP,DESTINATION PORT,80.3537,,3000.0,SALES06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000015,WBS-0003,6000000012,1000,BU01,,,,,PC0003,MFG,2000,,1,7,2025,5000000029,1,W,107.576,L,201849.36,EUR,20250827,20250827,S,121,MAT00000007,1000,0010,V000024,5000000029,2024,1,501,MAT00000047,3000,WH01,BATCH89215,V000015,143.834,KG,523995.06,INR,3000,CC000019,6000000029,GR Material 29,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000030,10,MAT00000041,PO Item 30,2100,0002,260.253,EA,22040.95,1,5736223.36,L,1,1,INFO000009,V2,X,X,,,3000,F,NB,V000018,2000,10,20241003,20241003,20241003,20250101,USD,NET30,DAP,DESTINATION PORT,73.11,C000038,,SALES04,,1000000123.0,10.0,RV,PR Item 123,0001,293.538,KG,20250131.0,USER001,20.0,X,4.0,P,42627.46,1.0,USD,REQ00000123,,1.0,CC000011,WBS-0007,6000000006.0,1000.0,BU04,,,,,,PC0006,,1000.0,1,CC000009,WBS-0002,6000000008,1000,BU04,,,,,PC0006,,1000,CA947975,1,3,2024,5000000030,1,E,179.438,EA,397023.82,INR,20241215,20241215,S,121,MAT00000006,3000,WH01,V000023,5000000030,2025,1,501,MAT00000022,2000,WH01,BATCH73739,V000033,161.757,KG,137322.19,EUR,3000,CC000017,6000000010,GR Material 30,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000031,10,MAT00000041,PO Item 31,1100,0010,308.466,L,36973.13,1,11404953.52,M,1,1,INFO000014,V2,X,X,,X,2000,F,FO,V000034,3000,2,20250409,20250409,20250409,20250708,EUR,0001,CIF,DESTINATION PORT,75.2939,,,SALES10,,1000000176.0,10.0,NB,PR Item 176,0010,459.041,KG,20250522.0,USER016,2.0,02,1.0,K,12449.88,1.0,EUR,REQ00000176,,1.0,CC000013,WBS-0004,6000000019.0,1000.0,BU01,,,ORD931131,,,PC0007,FIN,2000.0,1,CC000001,WBS-0001,6000000024,1000,BU05,7656585531.0,20.0,,,PC0006,,3000,,1,3,2024,5000000031,1,Q,127.87,L,277110.17,USD,20240227,20240227,H,101,MAT00000022,1000,0001,V000002,5000000031,2023,1,502,MAT00000047,1000,WH01,,V000031,177.197,KG,260181.44,USD,1000,CC000004,6000000006,GR Material 31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000032,10,MAT00000011,PO Item 32,3000,WH01,334.351,M,37597.15,1,12570644.7,KG,1,1,INFO000005,V0,X,X,,,3000,F,RS,V000004,2000,1,20241204,20241204,20241204,20250304,INR,2/10NET30,DDP,DESTINATION PORT,84.3682,,,SALES10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000012,WBS-0007,6000000014,1000,BU02,,,ORD533377,,PC0007,,3000,,1,5,2025,5000000032,1,Q,48.012,EA,35225.2,INR,20250926,20250926,S,101,MAT00000042,2100,0001,V000004,5000000032,2023,1,501,MAT00000046,2000,WH01,,V000012,186.8,L,479106.9,EUR,2000,CC000015,6000000006,GR Material 32,,5000000032.0,2023.0,20230502.0,20230502.0,20230502.0,USER011,MIGO,GR for PO 4500000032,DLV00000032,,4500000032.0,X,101.0,,,,,,,,,,,,,,,,1,,1.0
4500000033,10,MAT00000025,PO Item 33,2100,0002,58.352,PC,48699.52,1,2841714.39,EA,1,1,INFO000007,I0,X,X,,,2000,F,FO,V000036,1000,2,20230127,20230127,20230127,20230427,INR,0002,CIF,DESTINATION PORT,72.317,,,SALES07,,1000000094.0,10.0,NB,PR Item 94,0010,285.051,KG,20241123.0,USER007,1.0,01,1.0,P,20459.26,1.0,USD,REQ00000094,,1.0,CC000008,WBS-0010,6000000029.0,1000.0,BU04,2395925222.0,30.0,,,,PC0009,,3000.0,1,CC000007,WBS-0006,6000000005,1000,BU02,,,,,PC0002,,2000,,1,6,2024,5000000033,1,E,113.332,M,384796.37,INR,20241224,20241224,H,102,MAT00000049,1000,WH01,V000018,5000000033,2024,1,102,MAT00000021,2000,WH01,BATCH37870,V000036,73.519,EA,346419.32,USD,2000,CC000002,6000000020,GR Material 33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000034,10,MAT00000012,PO Item 34,1100,0002,183.038,PC,29086.73,1,5323976.89,L,1,1,INFO000007,V1,X,X,,,3000,F,RS,V000039,2000,1,20231206,20231206,20231206,20240305,USD,0001,CIF,DESTINATION PORT,75.2618,,,SALES02,,1000000133.0,10.0,RV,PR Item 133,WH01,339.657,L,20250118.0,USER001,10.0,X,4.0,A,34048.05,1.0,INR,REQ00000133,,1.0,CC000005,WBS-0002,6000000008.0,1000.0,BU05,6771394050.0,20.0,,,,PC0008,ADM,1000.0,1,CC000004,WBS-0015,6000000019,1000,BU04,,,,,PC0007,MFG,1000,,1,6,2023,5000000034,1,W,26.168,EA,125726.58,EUR,20231206,20231206,H,121,MAT00000003,1100,0001,V000007,5000000034,2024,1,102,MAT00000012,2000,0002,BATCH72419,V000019,180.94,PC,775453.7,EUR,2000,CC000007,6000000009,GR Material 34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000035,10,MAT00000043,PO Item 35,2000,0002,375.971,L,26088.17,1,9808395.36,L,1,1,INFO000038,I0,X,X,,,2000,F,NB,V000039,2000,10,20240331,20240331,20240331,20240629,INR,0002,DDP,DESTINATION PORT,89.8666,,1100.0,SALES02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000008,WBS-0014,6000000028,1000,BU04,,,,,PC0007,,2000,CA158338,1,3,2025,5000000035,1,W,164.863,L,85340.52,EUR,20250630,20250630,S,122,MAT00000034,1000,0002,V000038,5000000035,2024,1,502,MAT00000020,1000,0010,,V000001,66.36,EA,179028.94,EUR,3000,CC000016,6000000009,GR Material 35,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000036,10,MAT00000033,PO Item 36,2000,0002,393.427,KG,15438.55,1,6073942.41,L,1,1,INFO000014,V2,X,X,,,2000,F,FO,V000015,2000,1,20230723,20230723,20230723,20231021,USD,NET30,DAP,DESTINATION PORT,86.5584,,,SALES09,,1000000021.0,10.0,RS,PR Item 21,0001,254.413,M,20230820.0,USER008,2.0,02,2.0,K,17263.18,1.0,INR,REQ00000021,,1.0,CC000017,WBS-0009,6000000013.0,1000.0,BU02,9284507318.0,30.0,,,CA901909,PC0009,SAL,3000.0,1,CC000016,WBS-0004,6000000002,1000,BU02,,,,,PC0002,,2000,,1,4,2024,5000000036,1,R,195.572,M,31589.44,INR,20240226,20240226,S,122,MAT00000045,2000,WH01,V000030,5000000036,2023,1,501,MAT00000056,1100,0002,,V000008,158.667,PC,96439.02,USD,2000,CC000016,6000000020,GR Material 36,X,5000000036.0,2023.0,20230424.0,20230424.0,20230424.0,USER010,MIGO,GR for PO 4500000036,DLV00000036,SLIP937480,4500000036.0,,501.0,,,,,,,,,,,,,,,,1,-118.0,1.0
4500000037,10,MAT00000036,PO Item 37,1100,0010,93.972,M,26265.44,1,2468215.93,M,1,1,INFO000042,V1,X,X,,,3000,F,FO,V000035,3000,1,20250215,20250215,20250215,20250516,INR,NET60,EXW,DESTINATION PORT,76.497,,,SALES10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000012,WBS-0016,6000000010,1000,BU05,,,,,PC0009,SCM,2000,CA575458,1,4,2023,5000000037,1,R,31.97,KG,20345.95,INR,20230526,20230526,H,121,MAT00000019,1100,0010,V000005,5000000037,2025,1,101,MAT00000015,1100,0001,,V000017,61.278,KG,193381.02,USD,2000,CC000013,6000000015,GR Material 37,,5000000037.0,2025.0,20251003.0,20251003.0,20251003.0,USER009,MIGO,GR for PO 4500000037,DLV00000037,SLIP180079,4500000037.0,X,501.0,,,,,,,,,,,,,,,,1,,0.0
4500000038,10,MAT00000045,PO Item 38,1000,WH01,324.435,KG,21995.88,1,7136233.33,M,1,1,INFO000038,I1,X,X,,X,2000,F,ZUB,V000006,2000,2,20230514,20230514,20230514,20230812,USD,2/10NET30,EXW,DESTINATION PORT,72.0205,,,SALES08,,1000000048.0,10.0,ZNB,PR Item 48,0001,262.106,PC,20230731.0,USER020,2.0,X,1.0,A,38811.72,1.0,EUR,REQ00000048,,1.0,CC000002,WBS-0026,6000000008.0,1000.0,BU02,,,,,,PC0003,FIN,1000.0,1,CC000014,WBS-0009,6000000029,1000,BU04,,,,,PC0001,ADM,1000,,1,1,2025,5000000038,1,W,79.151,M,58123.31,EUR,20250321,20250321,H,101,MAT00000055,3000,WH01,V000016,5000000038,2024,1,102,MAT00000009,3000,0010,,V000017,116.175,M,573794.53,EUR,3000,CC000006,6000000016,GR Material 38,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000039,10,MAT00000028,PO Item 39,1100,0001,200.387,L,41886.01,1,8393411.89,KG,1,1,INFO000013,V0,X,X,,X,1000,F,ZUB,V000027,3000,2,20240713,20240713,20240713,20241011,USD,0002,FOB,DESTINATION PORT,80.2067,,,SALES05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000010,WBS-0002,6000000022,1000,BU02,,,,74930.0,PC0005,,1000,,1,3,2024,5000000039,1,E,139.872,M,184213.13,INR,20240911,20240911,S,102,MAT00000027,1000,WH01,V000031,5000000039,2024,1,501,MAT00000036,2100,WH01,BATCH24984,V000033,75.782,PC,132041.05,EUR,1000,CC000009,6000000008,GR Material 39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000040,10,MAT00000045,PO Item 40,1100,0001,304.9,PC,32673.72,1,9962217.23,M,1,1,INFO000048,I0,X,X,,,3000,F,RS,V000036,1000,10,20230826,20230826,20230826,20231124,USD,NET60,FOB,DESTINATION PORT,89.083,,,SALES07,,1000000009.0,10.0,ZNB,PR Item 9,0010,361.376,PC,20250603.0,USER004,1.0,X,1.0,P,25015.35,1.0,EUR,REQ00000009,,1.0,CC000018,WBS-0024,6000000014.0,1000.0,BU02,,,,,,PC0003,,1000.0,1,CC000011,WBS-0009,6000000020,1000,BU02,,,,,PC0004,SCM,2000,,1,7,2024,5000000040,1,R,71.598,M,341173.76,USD,20241030,20241030,S,122,MAT00000045,1100,0001,V000025,5000000040,2023,1,102,MAT00000045,2000,0010,,V000003,175.825,L,487237.07,INR,2000,CC000013,6000000013,GR Material 40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000041,10,MAT00000011,PO Item 41,1000,0010,415.649,L,37792.65,1,15708477.18,PC,1,1,INFO000011,I1,X,X,,X,1000,F,ZUB,V000033,1000,20,20240604,20240604,20240604,20240902,INR,NET60,DDP,DESTINATION PORT,72.132,,,SALES06,,1000000061.0,10.0,RV,PR Item 61,WH01,368.646,PC,20250521.0,USER002,3.0,02,2.0,K,15349.14,1.0,INR,REQ00000061,,1.0,CC000018,WBS-0020,6000000015.0,1000.0,BU03,,,ORD841296,49857.0,,PC0008,,1000.0,1,CC000002,WBS-0015,6000000029,1000,BU02,,,,,PC0010,,3000,,1,7,2024,5000000041,1,R,40.948,M,145945.09,USD,20240114,20240114,H,122,MAT00000015,1000,0010,V000030,5000000041,2025,1,102,MAT00000026,2100,0010,,V000036,87.973,KG,354476.99,INR,1000,CC000011,6000000008,GR Material 41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000042,10,MAT00000027,PO Item 42,2100,0001,124.632,KG,28914.19,1,3603633.33,KG,1,1,INFO000005,V0,X,X,,,1000,F,FO,V000002,2000,10,20231009,20231009,20231009,20240107,INR,2/10NET30,FOB,DESTINATION PORT,71.5961,,,SALES07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000017,WBS-0007,6000000025,1000,BU01,,,ORD446337,34420.0,PC0005,,2000,,1,3,2025,5000000042,1,E,59.405,KG,14971.95,INR,20250916,20250916,S,102,MAT00000060,1000,0001,V000006,5000000042,2025,1,501,MAT00000060,3000,WH01,,V000010,125.719,EA,93452.86,INR,2000,CC000015,6000000025,GR Material 42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000043,10,MAT00000006,PO Item 43,1000,0002,356.762,KG,43959.32,1,15683014.92,L,1,1,INFO000038,I1,X,X,,,2000,F,ZUB,V000032,1000,1,20250211,20250211,20250211,20250512,INR,NET60,FOB,DESTINATION PORT,74.9171,C000005,,SALES10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000003,WBS-0011,6000000010,1000,BU01,,,ORD852204,,PC0007,,2000,,1,2,2023,5000000043,1,R,8.378,L,29739.38,INR,20230127,20230127,S,102,MAT00000057,1100,0002,V000016,5000000043,2025,1,102,MAT00000003,3000,0010,BATCH46487,V000015,65.779,L,316664.07,USD,1000,CC000008,6000000028,GR Material 43,,5000000043.0,2025.0,20250804.0,20250804.0,20250804.0,USER016,MIGO,GR for PO 4500000043,DLV00000043,SLIP255863,4500000043.0,X,102.0,,,,,,,,,,,,,,,,1,,0.0
4500000044,10,MAT00000012,PO Item 44,1100,0010,225.458,PC,41307.7,1,9313151.43,EA,1,1,INFO000049,V0,X,X,,,1000,F,FO,V000015,2000,10,20250429,20250429,20250429,20250728,INR,2/10NET30,CIF,DESTINATION PORT,77.6631,,,SALES02,,1000000133.0,10.0,RV,PR Item 133,WH01,339.657,L,20250118.0,USER001,10.0,X,4.0,A,34048.05,1.0,INR,REQ00000133,,1.0,CC000005,WBS-0002,6000000008.0,1000.0,BU05,6771394050.0,20.0,,,,PC0008,ADM,1000.0,1,CC000012,WBS-0007,6000000005,1000,BU02,3624410325.0,20.0,,,PC0005,SCM,1000,,1,4,2023,5000000044,1,Q,61.466,KG,8068.29,EUR,20230511,20230511,S,101,MAT00000044,1000,0001,V000040,5000000044,2023,1,502,MAT00000018,1100,0002,,V000034,37.932,M,85465.18,USD,3000,CC000017,6000000018,GR Material 44,,5000000044.0,2023.0,20230124.0,20230124.0,20230124.0,USER019,MIGO,GR for PO 4500000044,DLV00000044,,4500000044.0,,102.0,,,,,,,,,,,,,,,,1,-725.0,1.0
4500000045,10,MAT00000048,PO Item 45,2000,0001,17.356,L,34861.02,1,605047.86,PC,1,1,INFO000037,V0,X,X,,,2000,F,ZUB,V000031,2000,20,20240524,20240524,20240524,20240822,INR,NET60,CIF,DESTINATION PORT,80.9825,,,SALES07,,1000000118.0,10.0,RS,PR Item 118,0010,428.98,L,20240728.0,USER010,20.0,X,2.0,P,35450.47,1.0,USD,REQ00000118,,1.0,CC000018,WBS-0003,6000000008.0,1000.0,BU03,,,,,,PC0003,,1000.0,1,CC000013,WBS-0020,6000000013,1000,BU05,5710211115.0,30.0,,47941.0,PC0010,,1000,,1,6,2025,5000000045,1,W,79.29,EA,157448.44,USD,20250722,20250722,H,101,MAT00000010,1100,WH01,V000029,5000000045,2025,1,101,MAT00000020,1100,WH01,,V000011,43.826,PC,148593.55,USD,2000,CC000003,6000000017,GR Material 45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000046,10,MAT00000003,PO Item 46,3000,0002,411.979,M,19123.74,1,7878579.28,PC,1,1,INFO000023,V2,X,X,,,2000,F,RS,V000031,2000,10,20241109,20241109,20241109,20250207,INR,0001,CIF,DESTINATION PORT,73.8569,,,SALES05,,1000000144.0,10.0,NB,PR Item 144,0002,3.021,EA,20250220.0,USER002,2.0,02,2.0,A,2796.86,1.0,EUR,REQ00000144,,1.0,CC000019,WBS-0002,6000000009.0,1000.0,BU01,2355268102.0,20.0,,,,PC0006,,2000.0,1,CC000014,WBS-0005,6000000009,1000,BU01,,,ORD595351,,PC0008,,3000,,1,4,2024,5000000046,1,R,51.228,KG,53897.02,INR,20240510,20240510,H,101,MAT00000026,3000,0010,V000008,5000000046,2023,1,501,MAT00000054,2000,0002,,V000025,137.554,KG,169147.19,USD,2000,CC000013,6000000017,GR Material 46,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000047,10,MAT00000010,PO Item 47,3000,0001,428.605,PC,45260.34,1,19398808.03,EA,1,1,INFO000017,V1,X,X,,,2000,F,RS,V000033,1000,1,20250307,20250307,20250307,20250605,USD,0001,CIF,DESTINATION PORT,81.5342,,,SALES05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000016,WBS-0007,6000000024,1000,BU02,,,,,PC0006,SAL,1000,CA238353,1,2,2025,5000000047,1,Q,198.591,L,864497.21,EUR,20250328,20250328,S,122,MAT00000053,2000,WH01,V000001,5000000047,2023,1,501,MAT00000021,1000,WH01,,V000040,173.322,KG,149499.87,USD,3000,CC000011,6000000014,GR Material 47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000048,10,MAT00000016,PO Item 48,2000,0002,276.442,L,8039.77,1,2222530.1,M,1,1,INFO000010,I1,X,X,,,1000,F,NB,V000014,3000,20,20230918,20230918,20230918,20231217,USD,0002,FOB,DESTINATION PORT,77.1618,,,SALES02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000007,WBS-0010,6000000025,1000,BU04,,,ORD205428,,PC0005,,1000,,1,7,2025,5000000048,1,E,144.336,EA,685920.54,USD,20250222,20250222,H,102,MAT00000032,3000,0001,V000037,5000000048,2025,1,501,MAT00000055,3000,0001,BATCH69582,V000020,46.026,EA,51286.91,EUR,2000,CC000007,6000000019,GR Material 48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000049,10,MAT00000027,PO Item 49,2000,WH01,343.31,EA,4845.5,1,1663508.6,M,1,1,INFO000004,I1,X,X,,,3000,F,ZUB,V000024,3000,3,20240226,20240226,20240226,20240526,INR,2/10NET30,FOB,DESTINATION PORT,73.451,C000003,,SALES01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000003,WBS-0008,6000000002,1000,BU05,,,,,PC0004,,3000,,1,5,2023,5000000049,1,E,74.965,EA,107876.89,EUR,20230905,20230905,S,102,MAT00000034,2100,0002,V000018,5000000049,2023,1,102,MAT00000010,3000,0001,,V000030,11.325,KG,26054.35,USD,2000,CC000010,6000000013,GR Material 49,,5000000049.0,2023.0,20230326.0,20230326.0,20230326.0,USER018,MIGO,GR for PO 4500000049,DLV00000049,SLIP435812,4500000049.0,,101.0,,,,,,,,,,,,,,,,1,,1.0
4500000050,10,MAT00000023,PO Item 50,1000,0002,475.499,KG,17894.66,1,8508892.94,KG,1,1,INFO000032,V2,X,X,,X,3000,F,RS,V000012,2000,1,20251223,20251223,20251223,20260323,USD,0002,DAP,DESTINATION PORT,72.6387,,3000.0,SALES04,,1000000058.0,10.0,NB,PR Item 58,0001,252.823,KG,20230915.0,USER015,2.0,X,2.0,P,38273.65,1.0,EUR,REQ00000058,,1.0,CC000012,WBS-0030,6000000021.0,1000.0,BU03,8076144396.0,20.0,,,CA804938,PC0006,,3000.0,1,CC000015,WBS-0011,6000000010,1000,BU03,9533188043.0,30.0,,,PC0009,,1000,,1,3,2024,5000000050,1,E,106.297,M,80832.0,INR,20240810,20240810,S,102,MAT00000027,3000,0010,V000002,5000000050,2023,1,102,MAT00000020,2000,WH01,,V000010,101.122,L,197085.31,EUR,3000,CC000015,6000000017,GR Material 50,,5000000050.0,2023.0,20230913.0,20230913.0,20230913.0,USER012,MIGO,GR for PO 4500000050,DLV00000050,SLIP254958,4500000050.0,,501.0,,,,,,,,,,,,,,,,1,-2.0,1.0
4500000051,10,MAT00000053,PO Item 51,3000,WH01,139.23,PC,43715.91,1,6086566.15,L,1,1,INFO000047,I0,X,X,,X,3000,F,FO,V000006,2000,3,20230327,20230327,20230327,20230625,EUR,0002,CIF,DESTINATION PORT,83.8371,C000028,,SALES03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000003,WBS-0010,6000000002,1000,BU01,,,,14910.0,PC0001,SAL,2000,,1,5,2023,5000000051,1,E,183.14,KG,703528.8,INR,20231115,20231115,H,101,MAT00000009,1000,0002,V000036,5000000051,2023,1,501,MAT00000036,1000,WH01,,V000039,187.923,PC,80986.99,USD,1000,CC000012,6000000026,GR Material 51,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000052,10,MAT00000054,PO Item 52,1000,0010,205.518,EA,40229.37,1,8267859.66,EA,1,1,INFO000039,V0,X,X,,X,3000,F,RS,V000015,2000,2,20250522,20250522,20250522,20250820,EUR,0001,EXW,DESTINATION PORT,80.5663,,,SALES09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000005,WBS-0028,6000000016,1000,BU01,,,,,PC0010,,2000,,1,6,2024,5000000052,1,W,52.941,PC,180678.95,USD,20241122,20241122,S,102,MAT00000006,2100,0010,V000025,5000000052,2025,1,101,MAT00000005,3000,0010,,V000038,74.076,L,218750.57,EUR,2000,CC000016,6000000007,GR Material 52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
