BELNR,GJAHR,BUZEI,EBELN,EBELP,MATNR,WERKS,MENGE,MEINS,WRBTR,TXBHW,MWSKZ,SAKTO,KOSTL,PS_PSP_PNR,AUFNR,GSBER,PRCTR,SGTXT,BUKRS,RBKPF_GJAHR,RBKPF_BUKRS,RBKPF_BLDAT,RBKPF_BUDAT,RBKPF_CPUDT,RBKPF_USNAM,RBKPF_BLART,RBKPF_LIFNR,RBKPF_WAERS,RBKPF_WRBTR,RBKPF_RMWWR,RBKPF_XBLNR,RBKPF_BKTXT,RBKPF_ZFBDT,RBKPF_ZTERM,RBKPF_ZLSCH,RBKPF_BVTYP,RBKPF_STBLG,RBKPF_STJAH,LIFNR,BSEG_BELNR,BSEG_GJAHR,BSEG_BUZEI,BSEG_KOART,BSEG_KUNNR,BSEG_HKONT,BSEG_KOSTL,BSEG_SAKTO,BSEG_MWSKZ,BSEG_DMBTR,BSEG_WRBTR,BSEG_WAERS,BSEG_SHKZG,BSEG_ZTERM,BSEG_ZFBDT,BSEG_SGTXT,BSEG_PRCTR,BSEG_GSBER,BKPF_BLART,BKPF_BLDAT,BKPF_BUDAT,BKPF_MONAT,BKPF_CPUDT,BKPF_USNAM,BKPF_TCODE,BKPF_BKTXT,BKPF_WAERS,BKPF_KURSF,BKPF_XBLNR,BKPF_BVTYP,BKPF_STBLG,BKPF_STJAH,BKPF_AWTYP,BKPF_AWKEY,BKPF_XSTOV,BSIK_LIFNR,BSIK_UMSKS,BSIK_UMSKZ,BSIK_BLART,BSIK_BUDAT,BSIK_BLDAT,BSIK_WAERS,BSIK_DMBTR,BSIK_WRBTR,BSIK_DMSHB,BSIK_SHKZG,BSIK_ZTERM,BSIK_ZFBDT,BSIK_REBZG,BSIK_REBZJ,BSIK_XBLNR,BSAK_LIFNR,BSAK_UMSKS,BSAK_UMSKZ,BSAK_BLART,BSAK_BUDAT,BSAK_BLDAT,BSAK_WAERS,BSAK_DMBTR,BSAK_WRBTR,BSAK_DMSHB,BSAK_SHKZG,BSAK_AUGDT,BSAK_AUGBL,BSAK_AUGJH,BSAK_XBLNR,BSAK_REBZG,REGUP_BUDAT,REGUP_LAUFI,REGUP_LAUFD,LAUFD,LAUFI,REGUH_ZBUKR,REGUH_LIFNR,REGUH_KUNNR,REGUH_EMPFG,REGUH_RZAWE,REGUH_WAERS,REGUH_RWBTR,REGUH_VALUT,REGUH_VBLNR,REGUH_VGJHR,REGUH_RBBUK,REGUH_HBKID,REGUH_HKTID,REGUH_XVORL,REGUH_XPYRT,REGUH_ABSND,REGUH_STGRD,REGUH_PRTNR,PAYR_ZBUKR,PAYR_HBKID,PAYR_HKTID,PAYR_RZAWE,PAYR_CHECT,PAYR_LIFNR,PAYR_KUNNR,VBLNR,PAYR_VGJHR,PAYR_WAERS,PAYR_RWBTR,PAYR_VALUT,PAYR_ZALDT,PAYR_XVORL,PAYR_STGRP,PAYR_PRTNR,PAYR_ABSND,PAYR_LAUFD,PAYR_LAUFI,PAYR_XSTAO,FEBEP_HBKID,FEBEP_HKTID,FEBEP_LFDNR,FEBEP_BUDAT,FEBEP_VALUT,FEBEP_WAERS,FEBEP_KWBTR,FEBEP_KWATR,FEBEP_XAUTO,FEBEP_ZUONR,FEBEP_SGTXT,FEBEP_VGEXT,FEBEP_BVTYP,FEBEP_LIFNR,FEBEP_EMPFG,FEBEP_MANDT,FEBEP_XSTBO,kpi_days_to_pay
5100000030,2025,1,4500000030,10,MAT00000018,1000,55.336,L,212263.92,38207.5,V1,6000000011,CC000007,WBS-0011,,BU02,PC0008,Invoice line 30,2000,2023,3000,20230213,20230213,20230213,USER013,RE,V000027,INR,251749.53,251749.53,INV00000030,Vendor Invoice 30,20230315,NET30,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230604,RUN0019,20250625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111
5100000031,2025,1,4500000031,10,MAT00000058,2100,91.779,M,424671.53,76440.88,I1,6000000020,CC000015,WBS-0013,ORD904083,BU04,PC0001,Invoice line 31,3000,2024,3000,20241224,20241224,20241224,USER019,RE,V000026,USD,28859.6,28859.6,INV00000031,Vendor Invoice 31,20250123,0001,C,DTAZV,,,V000026,1000000033.0,2024.0,1.0,A,,6000000010.0,CC000013,6000000002.0,V1,206696.71,206696.71,USD,S,NET60,20240601.0,BSEG Line 33,PC0001,BU02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230621,RUN0006,20250506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-552
5100000032,2023,1,4500000032,10,MAT00000055,1100,192.817,L,634761.28,114257.03,I0,6000000019,CC000012,WBS-0021,,BU01,PC0005,Invoice line 32,3000,2024,3000,20240221,20240221,20240221,USER015,RE,V000010,INR,401872.43,401872.43,INV00000032,Vendor Invoice 32,20240322,2/10NET30,C,,,,V000010,1000000102.0,2024.0,1.0,K,,6000000012.0,CC000019,6000000013.0,I0,236451.67,236451.67,USD,S,0001,20240918.0,BSEG Line 102,PC0008,BU05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230610,RUN0002,20250513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-256
5100000033,2023,1,4500000033,10,MAT00000041,1000,4.969,EA,22170.54,3990.7,I0,6000000027,CC000013,WBS-0006,ORD958961,BU01,PC0001,Invoice line 33,3000,2025,2000,20250125,20250125,20250125,USER020,RE,V000030,EUR,63523.68,63523.68,INV00000033,Vendor Invoice 33,20250224,0001,C,,,,V000030,1000000052.0,2025.0,1.0,D,,6000000020.0,CC000004,6000000011.0,V1,175285.22,175285.22,USD,H,0002,20251129.0,BSEG Line 52,PC0007,BU05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230203,RUN0017,20250514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-722
5100000034,2025,1,4500000034,10,MAT00000037,2100,128.324,KG,165315.96,29756.87,V1,6000000013,CC000008,WBS-0014,,BU02,PC0007,Invoice line 34,3000,2024,2000,20240202,20240202,20240202,USER017,RE,V000017,INR,355621.57,355621.57,INV00000034,Vendor Invoice 34,20240303,0001,C,,,,V000017,1000000068.0,2024.0,1.0,A,C000007,6000000013.0,CC000003,6000000010.0,V2,54446.74,54446.74,USD,S,2/10NET30,20241111.0,BSEG Line 68,PC0007,BU05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230414,RUN0013,20251024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-294
5100000035,2024,1,4500000035,10,MAT00000001,2000,123.685,KG,489279.31,88070.28,I1,6000000026,CC000018,WBS-0005,,BU05,PC0007,Invoice line 35,2000,2023,3000,20230330,20230330,20230330,USER019,RE,V000019,INR,451074.34,451074.34,INV00000035,Vendor Invoice 35,20230429,2/10NET30,C,,,,V000019,1000000042.0,2023.0,1.0,D,C000010,6000000017.0,CC000020,6000000030.0,I0,426590.71,426590.71,EUR,H,NET30,20230805.0,BSEG Line 42,PC0005,BU01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230410,RUN0016,20231109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
5100000036,2023,1,4500000036,10,MAT00000011,2000,26.401,L,67823.9,12208.3,V0,6000000001,CC000012,WBS-0010,,BU05,PC0003,Invoice line 36,1000,2024,3000,20240623,20240623,20240623,USER007,RE,V000040,INR,356991.11,356991.11,INV00000036,Vendor Invoice 36,20240723,2/10NET30,C,DTAZV,,,V000040,1000000198.0,2024.0,1.0,A,,6000000021.0,CC000009,6000000019.0,V0,110403.17,110403.17,USD,H,NET60,20240420.0,BSEG Line 198,PC0004,BU03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20240911,RUN0017,20250822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80
5100000037,2023,1,4500000037,10,MAT00000048,1000,157.729,M,280910.62,50563.91,V1,6000000006,CC000013,WBS-0006,,BU02,PC0004,Invoice line 37,3000,2023,2000,20230129,20230129,20230129,USER016,RE,V000017,INR,146484.16,146484.16,INV00000037,Vendor Invoice 37,20230228,2/10NET30,C,,,,V000017,1000000068.0,2024.0,1.0,A,C000007,6000000013.0,CC000003,6000000010.0,V2,54446.74,54446.74,USD,S,2/10NET30,20241111.0,BSEG Line 68,PC0007,BU05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230414,RUN0013,20251024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75
5100000038,2025,1,4500000038,10,MAT00000038,3000,145.763,KG,261574.62,47083.43,I1,6000000002,CC000018,WBS-0010,,BU01,PC0009,Invoice line 38,3000,2023,1000,20231103,20231103,20231103,USER003,RE,V000039,INR,404128.48,404128.48,INV00000038,Vendor Invoice 38,20231203,0002,C,,,,V000039,1000000104.0,2025.0,1.0,K,,6000000014.0,CC000015,6000000003.0,V1,182734.07,182734.07,USD,H,NET30,20250320.0,BSEG Line 104,PC0005,BU04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20250520,RUN0002,20251008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564
5100000039,2024,1,4500000039,10,MAT00000040,2100,130.25,EA,251146.75,45206.41,V2,6000000028,CC000004,WBS-0002,ORD124673,BU03,PC0004,Invoice line 39,3000,2023,1000,20231126,20231126,20231126,USER008,RE,V000010,EUR,393334.02,393334.02,INV00000039,Vendor Invoice 39,20231226,NET60,C,SEPA,1000000157.0,2023.0,V000010,1000000102.0,2024.0,1.0,K,,6000000012.0,CC000019,6000000013.0,I0,236451.67,236451.67,USD,S,0001,20240918.0,BSEG Line 102,PC0008,BU05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230610,RUN0002,20250513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-169
5100000040,2025,1,4500000040,10,MAT00000026,2000,145.551,M,712690.47,128284.28,I1,6000000002,CC000018,WBS-0003,,BU05,PC0003,Invoice line 40,1000,2023,2000,20230112,20230112,20230112,USER016,RE,V000009,EUR,288140.37,288140.37,INV00000040,Vendor Invoice 40,20230211,2/10NET30,C,DTAZV,,,V000009,1000000040.0,2024.0,1.0,S,,6000000013.0,CC000012,6000000020.0,I0,490825.81,490825.81,INR,H,NET60,20240131.0,BSEG Line 40,PC0008,BU02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20240708,RUN0010,20240708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543
5100000041,2023,1,4500000041,10,MAT00000008,3000,74.975,M,241283.05,43430.95,I1,6000000015,CC000013,WBS-0010,,BU05,PC0008,Invoice line 41,1000,2024,2000,20241207,20241207,20241207,USER012,RE,V000027,USD,396891.85,396891.85,INV00000041,Vendor Invoice 41,20250106,NET30,C,DTAZV,,,V000027,1000000049.0,2025.0,1.0,D,C000014,6000000018.0,CC000007,6000000022.0,V1,472365.87,472365.87,INR,H,0001,20251112.0,BSEG Line 49,PC0005,BU04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230604,RUN0019,20250625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-552
5100000042,2025,1,4500000042,10,MAT00000002,2100,20.531,PC,83679.63,15062.33,V1,6000000008,CC000008,WBS-0013,,BU03,PC0005,Invoice line 42,3000,2023,3000,20231223,20231223,20231223,USER018,RE,V000032,EUR,189763.07,189763.07,INV00000042,Vendor Invoice 42,20240122,NET60,C,,,,V000032,1000000028.0,2023.0,1.0,S,,6000000016.0,CC000007,6000000001.0,V1,282526.12,282526.12,EUR,H,NET60,20230224.0,BSEG Line 28,PC0009,BU05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230416,RUN0019,20231203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-251
5100000043,2023,1,4500000043,10,MAT00000058,2100,14.743,EA,26261.41,4727.05,I0,6000000014,CC000004,WBS-0022,ORD669113,BU02,PC0001,Invoice line 43,2000,2025,2000,20250608,20250608,20250608,USER005,RE,V000023,EUR,446829.52,446829.52,INV00000043,Vendor Invoice 43,20250708,NET30,C,,,,V000023,1000000008.0,2025.0,1.0,K,,6000000021.0,CC000018,6000000019.0,I0,438480.64,438480.64,USD,S,0001,20250712.0,BSEG Line 8,PC0005,BU03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230711,RUN0009,20231226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-698
5100000044,2025,1,4500000044,10,MAT00000008,2100,195.111,EA,20662.25,3719.21,I0,6000000006,CC000012,WBS-0027,,BU03,PC0009,Invoice line 44,3000,2024,2000,20241003,20241003,20241003,USER002,RE,V000033,USD,303757.26,303757.26,INV00000044,Vendor Invoice 44,20241102,0001,C,CHECK,,,V000033,1000000106.0,2025.0,1.0,S,C000002,6000000012.0,CC000019,6000000028.0,V2,279618.03,279618.03,EUR,S,0002,20251031.0,BSEG Line 106,PC0002,BU05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230809,RUN0003,20241016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-421
5100000045,2025,1,4500000045,10,MAT00000038,2000,122.876,L,129594.86,23327.07,V0,6000000011,CC000003,WBS-0002,,BU03,PC0005,Invoice line 45,3000,2023,3000,20230630,20230630,20230630,USER014,RE,V000018,USD,415825.34,415825.34,INV00000045,Vendor Invoice 45,20230730,2/10NET30,C,SEPA,,,V000018,1000000018.0,2024.0,1.0,S,C000007,6000000008.0,CC000019,6000000012.0,I1,442687.75,442687.75,EUR,H,2/10NET30,20241231.0,BSEG Line 18,PC0005,BU02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230106,RUN0003,20230106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-175
5100000046,2023,1,4500000046,10,MAT00000035,1000,115.035,M,220876.4,39757.75,V1,6000000019,CC000019,WBS-0016,,BU01,PC0001,Invoice line 46,3000,2024,2000,20241010,20241010,20241010,USER010,RE,V000003,EUR,477971.55,477971.55,INV00000046,Vendor Invoice 46,20241109,2/10NET30,C,,,,V000003,1000000136.0,2025.0,1.0,K,,6000000016.0,CC000010,6000000029.0,I1,8346.16,8346.16,EUR,H,2/10NET30,20250925.0,BSEG Line 136,PC0004,BU01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230416,RUN0006,20250902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-543
5100000047,2024,1,4500000047,10,MAT00000050,2100,102.564,M,260992.56,46978.66,V2,6000000015,CC000002,WBS-0002,,BU01,PC0003,Invoice line 47,3000,2024,1000,20240212,20240212,20240212,USER017,RE,V000019,USD,384390.01,384390.01,INV00000047,Vendor Invoice 47,20240313,0002,C,,,,V000019,1000000083.0,2025.0,1.0,S,,6000000011.0,CC000007,6000000005.0,I0,292517.9,292517.9,INR,H,0002,20250928.0,BSEG Line 83,PC0008,BU02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230410,RUN0016,20231109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-308
5100000048,2025,1,4500000048,10,MAT00000028,3000,165.311,EA,247880.54,44618.5,V2,6000000028,CC000007,WBS-0003,,BU02,PC0008,Invoice line 48,1000,2024,2000,20241204,20241204,20241204,USER015,RE,V000035,USD,389577.56,389577.56,INV00000048,Vendor Invoice 48,20250103,NET60,C,DTAZV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20231018,RUN0018,20231018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-413
5100000049,2023,1,4500000049,10,MAT00000006,2100,7.32,EA,3048.34,548.7,V0,6000000018,CC000002,WBS-0009,,BU03,PC0009,Invoice line 49,1000,2023,3000,20230923,20230923,20230923,USER020,RE,V000020,USD,242820.91,242820.91,INV00000049,Vendor Invoice 49,20231023,NET30,C,DTAZV,,,V000020,1000000003.0,2023.0,1.0,A,C000040,6000000006.0,CC000005,6000000017.0,I1,285770.1,285770.1,INR,H,0002,20231202.0,BSEG Line 3,PC0002,BU02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230104,RUN0012,20250123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-262
5100000050,2025,1,4500000050,10,MAT00000029,1000,82.876,EA,261492.01,47068.56,I0,6000000002,CC000017,WBS-0005,,BU02,PC0003,Invoice line 50,1000,2023,2000,20230924,20230924,20230924,USER006,RE,V000026,INR,99803.35,99803.35,INV00000050,Vendor Invoice 50,20231024,2/10NET30,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230621,RUN0006,20250506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-95
5100000051,2025,1,4500000051,10,MAT00000003,3000,99.008,L,91342.8,16441.7,V0,6000000012,CC000020,WBS-0014,ORD380216,BU02,PC0005,Invoice line 51,1000,2024,2000,20240122,20240122,20240122,USER006,RE,V000015,USD,287969.07,287969.07,INV00000051,Vendor Invoice 51,20240221,0002,C,,,,V000015,1000000115.0,2023.0,1.0,D,,6000000016.0,CC000018,6000000022.0,I1,259196.59,259196.59,INR,H,NET30,20231109.0,BSEG Line 115,PC0007,BU01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230319,RUN0005,20250214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-309
5100000052,2024,1,4500000052,10,MAT00000024,1000,33.654,EA,125968.27,22674.29,V0,6000000023,CC000017,WBS-0006,,BU02,PC0009,Invoice line 52,3000,2023,3000,20230727,20230727,20230727,USER015,RE,V000038,EUR,156993.72,156993.72,INV00000052,Vendor Invoice 52,20230826,0001,C,,,,V000038,1000000090.0,2025.0,1.0,S,,6000000014.0,CC000005,6000000019.0,V0,399123.57,399123.57,USD,H,2/10NET30,20250513.0,BSEG Line 90,PC0006,BU02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20240123,RUN0005,20240123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180
5100000053,2023,1,4500000053,10,MAT00000016,2000,74.922,KG,326415.67,58754.82,I1,6000000022,CC000006,WBS-0004,,BU02,PC0009,Invoice line 53,3000,2025,1000,20250909,20250909,20250909,USER014,RE,V000011,USD,412583.64,412583.64,INV00000053,Vendor Invoice 53,20251009,0001,C,,,,V000011,1000000006.0,2023.0,1.0,K,C000044,6000000012.0,CC000006,6000000005.0,V1,412434.33,412434.33,EUR,S,2/10NET30,20231229.0,BSEG Line 6,PC0001,BU02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20240108,RUN0006,20240523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-610
5100000054,2023,1,4500000054,10,MAT00000003,2000,43.022,L,158040.03,28447.2,V0,6000000030,CC000008,WBS-0006,ORD287410,BU04,PC0007,Invoice line 54,2000,2024,2000,20241102,20241102,20241102,USER007,RE,V000012,USD,120462.73,120462.73,INV00000054,Vendor Invoice 54,20241202,0002,C,,1000000142.0,2025.0,V000012,1000000039.0,2025.0,1.0,S,C000003,6000000008.0,CC000019,6000000019.0,V1,285077.95,285077.95,USD,H,NET30,20260105.0,BSEG Line 39,PC0010,BU02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230105,RUN0008,20230105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-667
5100000055,2023,1,4500000055,10,MAT00000054,2100,111.295,EA,267435.21,48138.34,V1,6000000004,CC000006,WBS-0004,,BU01,PC0002,Invoice line 55,3000,2024,1000,20241026,20241026,20241026,USER018,RE,V000009,EUR,482179.81,482179.81,INV00000055,Vendor Invoice 55,20241125,0001,C,,,,V000009,1000000005.0,2023.0,1.0,S,,6000000029.0,CC000018,6000000029.0,V1,496204.88,496204.88,USD,S,0001,20240104.0,BSEG Line 5,PC0003,BU02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20240708,RUN0010,20240708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-110
5100000056,2024,1,4500000056,10,MAT00000049,3000,80.419,M,360729.07,64931.23,V1,6000000029,CC000019,WBS-0013,,BU03,PC0010,Invoice line 56,2000,2023,2000,20230704,20230704,20230704,USER018,RE,V000039,USD,406015.44,406015.44,INV00000056,Vendor Invoice 56,20230803,NET60,C,,,,V000039,1000000022.0,2024.0,1.0,K,C000010,6000000007.0,CC000003,6000000014.0,I0,488588.05,488588.05,INR,H,NET30,20250120.0,BSEG Line 22,PC0007,BU01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20250520,RUN0002,20251008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,686
5100000057,2023,1,4500000057,10,MAT00000023,3000,194.097,PC,951510.08,171271.81,V1,6000000024,CC000008,WBS-0003,,BU03,PC0001,Invoice line 57,1000,2023,3000,20230627,20230627,20230627,USER011,RE,V000031,EUR,134871.85,134871.85,INV00000057,Vendor Invoice 57,20230727,0002,C,DTAZV,,,V000031,1000000181.0,2024.0,1.0,A,,6000000025.0,CC000002,6000000001.0,V0,376150.72,376150.72,USD,S,0002,20240705.0,BSEG Line 181,PC0009,BU05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230430,RUN0005,20250516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-58
5100000058,2023,1,4500000058,10,MAT00000016,2000,93.325,EA,102209.54,18397.72,V2,6000000022,CC000001,WBS-0022,,BU02,PC0010,Invoice line 58,2000,2023,3000,20230825,20230825,20230825,USER015,RE,V000005,INR,43058.13,43058.13,INV00000058,Vendor Invoice 58,20230924,0001,C,,,,V000005,1000000026.0,2023.0,1.0,K,,6000000021.0,CC000018,6000000021.0,I1,296796.26,296796.26,EUR,H,0002,20231127.0,BSEG Line 26,PC0010,BU02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230927,RUN0014,20250320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33
5100000059,2023,1,4500000059,10,MAT00000052,1100,162.731,KG,427803.53,77004.63,V2,6000000002,CC000009,WBS-0017,,BU02,PC0008,Invoice line 59,2000,2024,1000,20241129,20241129,20241129,USER019,RE,V000009,INR,148613.19,148613.19,INV00000059,Vendor Invoice 59,20241229,NET30,C,,,,V000009,1000000200.0,2025.0,1.0,S,C000003,6000000020.0,CC000018,6000000013.0,I1,19457.65,19457.65,USD,S,0001,20250427.0,BSEG Line 200,PC0003,BU01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20240708,RUN0010,20240708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-144
5100000060,2023,1,4500000060,10,MAT00000004,2000,50.046,KG,132794.56,23903.02,V2,6000000003,CC000002,WBS-0027,,BU01,PC0009,Invoice line 60,2000,2023,2000,20230403,20230403,20230403,USER009,RE,V000014,EUR,372127.06,372127.06,INV00000060,Vendor Invoice 60,20230503,0001,C,CHECK,,,V000014,1000000061.0,2023.0,1.0,K,C000016,6000000030.0,CC000004,6000000021.0,V1,309117.77,309117.77,USD,S,0002,20231225.0,BSEG Line 61,PC0007,BU05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230211,RUN0020,20251010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-51
5100000061,2025,1,4500000061,10,MAT00000056,1000,193.341,L,122284.32,22011.18,V0,6000000020,CC000016,WBS-0004,,BU05,PC0001,Invoice line 61,1000,2023,1000,20230704,20230704,20230704,USER001,RE,V000039,INR,469485.52,469485.52,INV00000061,Vendor Invoice 61,20230803,NET60,C,CHECK,1000000081.0,2025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20250520,RUN0002,20251008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,686
5100000062,2025,1,4500000062,10,MAT00000017,1000,177.915,EA,29557.02,5320.26,I1,6000000029,CC000017,WBS-0015,,BU02,PC0005,Invoice line 62,1000,2023,1000,20230505,20230505,20230505,USER012,RE,V000013,USD,389803.94,389803.94,INV00000062,Vendor Invoice 62,20230604,0001,C,DTAZV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20231216,RUN0001,20240109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225
